country_code,country_name,year,year_trend,control_corruption,political_stability,rule_of_law,homicide_rate_log,exports_percent_gdp,fdi_percent_gdp,gdp_growth,gdp_per_capita_log,inflation,population_log,tourist_arrivals_log,unemployment,rule_of_law_hat,fdi_hat,tourism_hat
HND,Honduras,2012,12,25.6796455,57.1544917,36.4162734,4.422378576562361,50.9027988216362,5.83610988955542,4.12868774866939,7.662013902543044,5.19618615531848,15.980564957494906,14.458942671764223,3.755,37.67865643409136,3.537874646445337,14.237549352107816
HND,Honduras,2013,13,25.4661377,56.7397402,35.6509943,4.295182341107251,47.9414903194725,5.77862113948416,2.79155975746801,7.640665542547515,5.16189898581494,16.00035638934384,14.43447337883766,5.646,38.06781924788975,3.857128356036874,14.263285511099884
HND,Honduras,2014,14,28.3087415,54.1154324,36.7478307,4.1896497893763005,47.5626547300206,8.62899693066618,3.0580805621437,7.687025897326175,6.12924930313022,16.01972421027259,14.548840008464332,7.078,39.73443457842334,3.879555320072532,14.26821043273322
HND,Honduras,2015,15,31.4353319,54.6121397,37.0515566,4.038312698091119,45.1667574562581,6.27594328427599,3.84007997093951,7.728064776258591,3.15783117980923,16.038760734408207,14.554109479211109,6.147,41.31033927807189,3.571094489118316,14.256769975785236
HND,Honduras,2016,16,29.1456034,53.8554146,36.6842303,4.020252515502999,42.7141047814182,5.28156973350556,3.89297219726413,7.74385265469053,2.72461223295289,16.057536402005034,14.616615328862244,6.727,39.93255038081057,3.6943893092161293,14.254608980440233
HND,Honduras,2017,17,28.6864181,50.4087337,38.1934627,3.720857699455905,43.0938548370178,4.10592046689605,4.84291391050387,7.788629238555845,3.93436084442044,16.076037163128532,14.57818426759063,5.528,39.43208606320844,3.7790514481972437,14.247198875701297
HND,Honduras,2018,18,28.2290627,51.1298505,38.14234,3.6630941555581273,41.4548165613247,5.99386120691106,3.84499476966735,7.80980201117464,4.34734937777528,16.09433662743802,14.658370442230284,5.648,39.4668746669124,3.9274834210650695,14.26096775659129
HND,Honduras,2019,19,26.4344138,51.7655593,38.4368702,3.737935430249933,40.2189637388964,3.83846408231678,2.55963434592314,7.824976555077984,4.36587159819267,16.11244300481422,14.65492067746782,5.698,38.43570648283561,3.9823301333593353,14.260156796945651
HND,Honduras,2020,20,28.1678381,54.5120159,37.8437257,3.602854390344564,35.8751401030378,1.0106822391556,-8.96508223267296,7.743969778005341,3.46841177951184,16.129988648068327,13.41354083387756,10.982,41.38117239617134,4.8271560044782476,14.352870272866777
NIC,Nicaragua,2000,0,30.5290172,60.3426818,41.6351696,2.3491919241283106,20.1081658866931,5.21568567857809,4.10159025073438,6.924919569601626,7.06991352252517,15.429464856156851,13.272507757002964,7.181,42.46983442250797,4.231615743223486,14.332489357190425
NIC,Nicaragua,2002,2,31.1589843,59.5380496,46.1935501,2.464488833659743,18.8471358845682,3.90334311480045,0.753938876079573,6.921987424086836,3.75017465778466,15.454489602580892,13.269059483669356,7.517,42.175573303326566,3.8793084667041846,14.301149501332848
NIC,Nicaragua,2003,3,32.7728419,59.0118407,48.6352463,2.579144000159981,20.704998914845,3.78225034215297,2.52073289551447,6.928882681990968,5.30238773219936,15.46627523350153,13.378556330751158,7.6,42.93317305453076,3.732878838602744,14.293459225113864
NIC,Nicaragua,2004,4,36.6115679,58.191765,47.3846099,2.584095365148072,23.0598557398256,4.31560328721207,5.31217056950739,7.001811205833934,8.47021063584077,15.47809332958139,13.507627138738266,6.41,44.90547742672283,3.4552541785319804,14.28302611260241
NIC,Nicaragua,2005,5,33.5312557,59.2174417,47.6396381,2.6841880725014167,24.3821308946094,3.81407422484717,4.28239833770654,7.076064232976514,9.59909986064425,15.49113032801859,13.597355791941425,5.37,43.261642061945444,3.6233031694463627,14.28792751964302
NIC,Nicaragua,2006,6,33.0788655,61.1300036,46.3233394,2.661925750128927,31.2666288650856,4.24030000066427,4.15294559846254,7.129436734577441,9.1401996677772,15.505395096485884,13.700100828786772,5.31,44.22010047386911,4.21776012961039,14.345607956570605
NIC,Nicaragua,2007,7,31.2376551,64.0501612,45.562215,2.6382232458289114,33.0635730423674,5.14186605474194,5.0763520180987,7.208142392655722,11.1269347446118,15.519757251796252,13.79326597151132,4.89,44.269262819582515,4.763707624759309,14.396537680957326
NIC,Nicaragua,2008,8,31.1398338,62.3569202,44.3220203,2.653102695769049,34.4704620011048,7.38263377911966,3.43571693608081,7.328886609065013,19.8262031287429,15.534088574404898,13.826451487121805,6.2,44.926125700860275,5.260983975989113,14.43377305944496
NIC,Nicaragua,2009,9,31.2991833,61.1846356,43.2645052,2.719855292522525,33.9814942096139,5.22852820149836,-3.2926651586197,7.291031273158185,3.68700160498797,15.548333739753645,13.82546187891596,8.16,44.220513368673686,4.874497446682767,14.395934197232354
NIC,Nicaragua,2010,10,30.684883,56.6908219,42.5282916,2.6866247359605397,40.4671151559929,5.59335824334059,4.41009911716546,7.330776748002456,5.45513425887423,15.562525418716016,13.884104283136264,7.83,43.5739443119713,4.993976576116086,14.387007484651033
