country_code,country_name,year,PC1,PC2,PC3,PC4,PC5,PC6,PC7
COL,Colombia,2015,-1.0170272693132154,-2.5426011815562592,1.2607566909744041,0.47178298744493463,0.09834922695593337,-0.30099786990887945,-0.3905841079993138
COL,Colombia,2016,-0.9141202420124402,-2.49606419456326,1.5164773451472617,0.21705226158756574,0.531284482108774,-0.5746431778929387,-0.5350738391787633
COL,Colombia,2017,-0.8642103618087128,-2.6975501734677647,1.1325135112093032,0.6199336808152034,0.221071471169998,-0.7699536985703075,-0.631375716337077
COL,Colombia,2018,-0.7436389272175855,-2.855347678458336,1.0743236478560225,0.8351799864717102,0.09134547031447401,-0.4791178250716575,-0.5393826960685799
COL,Colombia,2019,-0.7905794656812141,-2.8997479897714777,1.494840188861145,0.5928206070988611,-0.1221288046983991,-0.6370853284655205,-0.6170138623293738
COL,Colombia,2020,-1.3823455178391202,-3.9299795914538653,-0.89533643799225,-1.6880818234677677,-0.3825860711842995,-1.6829519288931905,-1.267901903422551
COL,Colombia,2021,-1.0595858724065503,-2.7521009582042084,1.821613034190528,-0.7509610914883974,-1.7479267765548159,1.267934918644634,-0.3116550677065666
COL,Colombia,2022,-0.8571120123527479,-1.9678088024263682,1.9587899217071558,-0.9522056497221194,-0.3412945405940457,0.7976732106967975,-0.3636198810250716
COL,Colombia,2023,-1.2028141395149998,-2.2083633684549215,1.0372927125429032,-1.0888200042457932,0.5683643088960442,-0.03965566210504458,-0.6779176466448031
CRI,Costa Rica,2000,3.4881527715889655,-0.06225141356291089,-0.5374746081581431,-1.6005666745237948,1.4068037528059116,0.8815442253607914,0.6653771722721795
CRI,Costa Rica,2002,3.307590374739851,-0.17312259320226153,-0.8071875789100323,-1.285705317335997,1.2047896549243267,0.7386220179554083,0.17157458388498373
CRI,Costa Rica,2003,3.103398469213715,-0.21448845787777981,-0.3959814011826395,-1.2552564415879048,1.0581915644360356,0.6767231670895478,0.32163212079964787
CRI,Costa Rica,2004,3.3034671141276246,0.07007170902102387,0.1202434827069533,-1.29738716883685,1.4681355260729754,0.46968336519517645,0.1427971667288133
CRI,Costa Rica,2005,3.587435535754904,0.16293265521611672,0.5093968103613544,-1.4315786886945163,1.6106949787304816,0.01444187449999856,0.23825730328769615
CRI,Costa Rica,2006,3.7298824053696036,0.3604734175241639,0.8465682408064645,-0.8521511641915763,1.0747622409265478,0.46922926644591106,0.37804851375759746
CRI,Costa Rica,2007,3.8223494974196055,0.3388471531350136,0.9092616557064063,-0.27360339839781667,0.8546871151208844,0.5816448566812353,0.43770105782280583
CRI,Costa Rica,2008,3.4193769267530123,-0.04478151580958405,0.8173558598334405,-0.7192103010957238,1.6274435547270913,0.10625232846525491,0.645771322185823
CRI,Costa Rica,2009,3.2490037472005246,-1.3363510551019693,-0.8037549122616475,-0.8840887050533989,1.3131549736974337,-0.6053140177741113,0.5078920285231363
CRI,Costa Rica,2010,3.627441615664609,-1.2479252790295352,-0.13022591968242833,-0.20642406250172068,0.6308728451084529,0.4516091095063583,0.8224715702757748
CRI,Costa Rica,2011,3.5700281530265876,-1.4880027684542019,0.06292236677101772,-0.5099252539323711,0.21447413958335104,-0.11191848037548216,0.354627272099285
CRI,Costa Rica,2012,3.6289616148166153,-1.545195125119712,-0.03758776595322854,-0.3275590035883971,0.23663501739704826,0.1731290207183542,0.2405714043162805
CRI,Costa Rica,2013,3.617717206347046,-1.5414345125713922,-0.23345291705078583,-0.28651724630848796,0.6071692123238798,-0.2131153839548278,0.11052158427879423
CRI,Costa Rica,2014,3.783710906914678,-1.6797838996004248,-0.10477241979743494,-0.2526425204990925,0.4131401034792014,-0.13107649375850125,0.42175207871949977
CRI,Costa Rica,2015,3.686944612440205,-1.9311714969331324,-0.5222435693899579,0.25088019026401154,-0.012206407361604051,-0.08996116380716318,0.570612902424195
CRI,Costa Rica,2016,3.6777560214069593,-1.9918331102434166,-0.5688754700222179,0.5093079179202183,-0.058374906545738355,0.038993302461613484,0.7141376851363271
CRI,Costa Rica,2017,3.5817203355576446,-1.7025635723303527,-0.3787074527796817,0.5092025745370968,0.14521557589094708,-0.023047903619687206,0.6048575092321851
CRI,Costa Rica,2018,3.5496287250952463,-1.9791393304495213,-0.43451669127894427,0.17013638667722666,0.20628392765230144,-0.37238431616065343,0.5002043719195123
CRI,Costa Rica,2019,3.655043561623696,-2.38119502536799,-0.4790270713254799,-0.133290017269059,0.08831103101880636,-0.43063671229713657,0.5025624925800866
CRI,Costa Rica,2020,3.44916489835956,-3.304644565874604,-2.227390708644625,-2.109728618543224,-0.5175689025768007,-1.0434695498129536,0.04752957053270301
CRI,Costa Rica,2021,3.9860484058439436,-2.0530614804123952,-0.14705902592251832,-1.5236282491066526,-1.4765976613693927,0.5976024631953755,0.4563313175461235
CRI,Costa Rica,2022,3.946665553187728,-1.3651806235465929,-0.3173232155350219,-1.5855159025098415,0.030824635055632616,0.4324649062676052,0.7095025405359937
CRI,Costa Rica,2023,3.9661377262678457,-1.3996088781947784,-0.9533279907432678,-0.29469551321139015,-0.8486374192425757,0.5333685972133022,1.1050708488221512
DOM,República Dominicana,2000,0.04860220432705165,0.25534471971920797,0.5203049476131272,0.31853820368618496,0.8401639739396155,-0.1622880841550616,-0.3959968800107459
DOM,República Dominicana,2002,-0.10360224056395861,-0.09697807818721023,0.2052161012448967,0.556252587001166,0.5289442372983206,-0.07110407480826951,-0.4884338840886005
DOM,República Dominicana,2003,-1.1729641725175843,0.6218453441291508,1.3501210967484856,-1.496319385237287,3.95678330694397,-0.8334503304372575,-0.15034352359946834
DOM,República Dominicana,2004,-0.9123660230670848,1.3811435056734895,3.883902726268119,-3.3265816819110006,7.096627485949278,0.36348380122226204,0.5707441933659204
DOM,República Dominicana,2005,-0.3586677233478519,-0.1468319912967822,1.0930767973328068,1.3351207200125945,-0.01797170463918382,0.44587215687711296,0.15529899977158484
DOM,República Dominicana,2006,0.14436266745663115,-0.048023843488363714,1.3616691890747263,1.1501171959956136,0.6582652628427714,0.489356121936196,0.22940559881320652
DOM,República Dominicana,2007,0.22126865697585632,-0.028889030901109457,1.1554112134935306,1.3967481717180144,0.5936677993459364,0.053820647946881635,-0.05736843350700109
DOM,República Dominicana,2008,-0.005509821125725336,-0.11332679531282056,0.9753902360088889,1.0235996767756776,1.6032334835203634,-0.5222073179234877,-0.14703052647437348
DOM,República Dominicana,2009,-0.2627277266071172,-0.8505400973399225,-0.3515737761877512,1.71217513968513,0.6117372360281691,-0.8147931079046141,-0.29799248736830763
DOM,República Dominicana,2010,-0.12459767388965211,-0.3028985759851247,1.0387291311580513,1.6894996586796363,0.6711843419805876,0.5387555953383498,0.09588662885839916
DOM,República Dominicana,2011,-0.08697391116099891,-0.708412040892603,0.41150835038285705,1.38663797368715,0.9076615675775073,-0.48613824467491007,-0.12187549474367215
DOM,República Dominicana,2012,0.21291922011431097,-0.6488407878888232,0.5238584025068312,1.465466108697071,0.5076173378196744,-0.9752988560495808,-0.47210902567818336
DOM,República Dominicana,2013,0.09596279097569543,-0.9399702069216928,0.48016809478089145,1.4717773383471615,0.6774500755979393,-0.11669922313176892,-0.33026426079819
DOM,República Dominicana,2014,0.5192558496012125,-0.806044803383482,0.8180795288475211,1.8327386328579522,0.31040740525507443,0.06161481389873347,-0.3525760141479419
DOM,República Dominicana,2016,0.5626898282807782,-1.0180283636338252,0.7230042429451251,2.1466815026590083,0.2587714137462952,-0.10356540338051919,-0.6138896411724346
DOM,República Dominicana,2017,0.6593974269392272,-0.8067719169889283,0.6581002913555501,2.1368372920569003,0.8317069497249129,-0.5623706618584116,-1.0931886963371233
DOM,República Dominicana,2018,0.6418276406458416,-0.8109268059939285,0.9678574370180152,2.3253491078859745,0.7019199228136914,0.1920382357392143,-1.0669477291015927
DOM,República Dominicana,2019,0.7413098629177591,-1.1264587084160544,0.5193965868491722,2.298695016229,0.6247652189932572,-0.19518717954907094,-1.2055403290712408
DOM,República Dominicana,2020,0.30106617652586193,-1.4847157516769072,-1.8794297655978194,0.6784677621787818,1.572290144225872,-1.3828411012996262,-1.803142776298993
DOM,República Dominicana,2021,1.241969800154666,-0.636558012107113,1.648960462979537,0.8734524197016285,0.165778802440159,2.076802313610277,-0.47951914827573017
DOM,República Dominicana,2022,1.171583701276417,-0.8955753648230129,0.3369862609345226,0.8896631124957417,1.1737825855760433,0.8430201440563221,-0.508833025407427
DOM,República Dominicana,2023,1.233928083243487,-1.1656757820104768,-0.3214309350772418,1.0946500785526527,0.8333521276841513,0.21831971637730802,-0.8654424050115372
GTM,Guatemala,2000,-2.4371764743526776,-0.27949385890481626,-1.6847083015962723,0.3928540507975005,0.7021773772250816,2.238451999863494,0.2594803905613575
GTM,Guatemala,2002,-2.7503548887737157,-0.01436733353621524,-1.4937649343507817,0.37496588352126475,0.9130917495084139,2.219663396437222,0.41696256528112197
GTM,Guatemala,2003,-2.3610150210090532,0.27432130250272324,-1.0232811964468915,0.29486021152922026,0.23700412491973505,1.0279805639810256,0.11282541834349834
GTM,Guatemala,2004,-1.8917346001040434,0.14686580936412796,-0.37552743601175714,0.18838092460637554,0.535806293814885,0.7761238475492176,0.3732732497904147
GTM,Guatemala,2005,-1.9573495173560655,0.16184982550830923,-0.06725677966799742,0.19646019012309907,0.7563349579347455,0.6497343870080783,0.4574905345172906
GTM,Guatemala,2006,-1.862260190420265,0.15611393884406624,0.13433654909049955,0.6595205217559222,0.2909240432943214,0.7922760953994804,0.5974767590593014
GTM,Guatemala,2007,-1.6882116866007613,0.21624819767201103,0.3994220307831413,0.7524411852940539,0.2775750653280628,0.8610960869144685,0.6130561864213874
GTM,Guatemala,2008,-1.8005928517411065,-0.04177363848088953,0.218920851505152,0.2870594427288042,1.2741168061983106,0.606294644801984,0.7508953329178079
GTM,Guatemala,2009,-1.9516040762437281,-0.42610647795512807,-1.115660616019908,0.7179364968409229,0.01106780370396784,0.10646021928652702,0.49008237286695117
GTM,Guatemala,2010,-1.7473776070246516,-0.06646161676236215,-0.33916135804858144,0.6110147080293538,-0.022843825350595495,0.25795207349575483,0.34077831730335123
GTM,Guatemala,2011,-1.7915147467611399,0.03689904447118033,-0.13275193361223156,0.5956633651258182,0.32455034198804894,0.6909050566749017,0.4379009000396602
GTM,Guatemala,2012,-1.748291514537141,0.113535056416712,-0.3295027413866968,0.9109493336313645,0.10935927305156329,0.3219601784772704,0.004483335465018721
GTM,Guatemala,2013,-1.805302200049999,0.0043932366569523875,-0.16154422454384001,0.895035396698907,0.14952291499421297,0.48854359357461696,-0.023301514014368432
GTM,Guatemala,2014,-1.8291752410969062,0.008146820523389069,-0.10912988279057113,1.2535570473825906,0.08880126833766769,0.5809885251016765,-0.06011170940579235
GTM,Guatemala,2017,-1.9684861069228727,-0.30707362489686707,-0.28336827072416004,1.4360787083258852,0.6063332191895723,0.5331099605411347,-0.10798342929600876
GTM,Guatemala,2018,-1.9595608436193004,-0.2813291593767049,-0.24410631626248613,1.706235666688343,0.5996017009990987,0.5519926300937138,-0.3090806132969423
GTM,Guatemala,2019,-1.9053888236338263,-0.23391639238027054,-0.08127833429272048,1.8193468099930965,0.5780782774571798,0.6120534748337636,-0.46139044644735827
GTM,Guatemala,2020,-2.1889263049013246,-0.09655129478779995,-1.9146919467336199,0.1859610084751501,0.18570657252545458,0.7364805983584708,-1.2900959284870495
GTM,Guatemala,2021,-1.7455937002530193,0.8748728422849141,0.01335299239226069,0.5684753606275009,-0.6743998243381233,1.8688715880473405,-0.9725943788191914
GTM,Guatemala,2022,-2.021574635370336,0.4478618017984779,-0.8272756452633461,0.24685954179862088,0.17130079763049266,1.6816121679788814,-0.8520443477247347
GTM,Guatemala,2023,-1.92341900895178,0.3247809513601347,-1.033212441345573,0.3792931039278238,0.25614674904275775,1.6601469316556368,-0.7171553528763125
HND,Honduras,2000,-1.69629027606139,3.1279776125271104,0.638107202039351,-0.9140609955418512,-0.204694799800797,0.7765136174170855,0.9969122593610841
HND,Honduras,2002,-1.7362820003691284,2.394834320681237,-0.5179434704569174,-0.7314111349628303,-0.021056984198380695,-0.13981801865024532,0.8865628824009695
HND,Honduras,2003,-1.787932843171267,2.2947394092723936,0.014798402363723066,-0.882721142665112,-0.3398024861725352,-0.4391026263547247,0.9292410752943288
HND,Honduras,2004,-1.2056662665235043,2.4260372036817373,0.7634321388868618,-1.0232828549331423,-0.5843736456470106,-0.6348418560852551,0.8468516963614664
HND,Honduras,2005,-1.0463686819828737,2.410219053584563,0.7329891322051467,-0.8623238198029132,-0.2764883186421629,-0.47145935885735146,0.8082321375064622
HND,Honduras,2006,-1.1050940037241812,2.5004201739569165,0.5802156834414108,-0.25113119790958444,-0.65490292805795,-0.39249069701627354,0.6555076013322294
HND,Honduras,2007,-0.9004453519360287,2.5041586197910464,0.8366566684206753,-0.13142046165819013,-0.34167799249742814,-0.6336590025639703,0.7175345818276071
HND,Honduras,2008,-1.1508133694974338,2.4590089600040588,1.1865023224295925,-0.3376927187986951,0.4484296832789255,-1.0843635534576592,0.76411178812686
HND,Honduras,2009,-2.0697118888309496,1.0867518832006382,-1.0759658678398754,0.27389606709835773,0.6814402211265845,-1.3114497890011063,0.7017619940350532
HND,Honduras,2010,-1.8371895833074172,1.363793299105639,0.06263120936285306,0.599707855280164,-0.09157634962512917,-0.784621691872607,1.1355236226758307
HND,Honduras,2011,-1.5378581672422054,1.7104863212795802,0.5450682799181842,0.2569924242366545,-0.10623447490766028,-1.1438745075120715,1.2271061911585237
HND,Honduras,2012,-1.7486049184870662,1.9036808443108988,0.4487514249839801,0.6711107162565163,-0.2841628222810855,-1.1174959556307993,1.0742116893855633
HND,Honduras,2013,-1.8320727651765605,1.5157186887872116,0.3079536620669248,0.3125670736838241,-0.31615656072467735,-1.3639293324267698,0.7425978091493332
HND,Honduras,2014,-1.4006481994218687,1.4124071485109535,1.0761532605266995,-0.10078319037371729,-0.4972347970698309,-1.8876426534160855,0.5211708097171018
HND,Honduras,2015,-1.3913996983741597,1.07562190693364,0.5151741393884872,0.38198429672509615,-0.6496874982035784,-1.2679200598445999,0.617403817448659
HND,Honduras,2016,-1.6158220379186283,0.8538615164240507,0.40940265288273536,0.4999295503700859,-0.654154974072499,-1.1589027362879045,0.5035352634717738
HND,Honduras,2017,-1.6311057350007334,0.9483196354893312,0.448713754577833,0.5626352221799454,-0.4134055539797453,-0.5775824357325466,0.301660017643994
HND,Honduras,2018,-1.4506463035389614,1.0067194893355127,0.6842533624750068,0.5060180973939521,-0.3347407810193793,-1.046822128556896,0.03500319718369565
HND,Honduras,2019,-1.7770850122697208,0.7241726130368462,0.14982125148812392,0.5984783914475297,-0.0695175211351488,-0.9013313442351016,0.11847682529903636
HND,Honduras,2020,-2.465712956720234,-0.5628665826512417,-2.643196098385162,-1.6649575556929859,-0.11917434803670014,-1.7558988466914105,-0.6058141710834333
HND,Honduras,2021,-1.820948878717633,1.1354366529714182,0.7475155614164338,-0.5000021344518479,-1.8067584433368529,1.5365247702629197,0.28180757480671353
HND,Honduras,2022,-1.7071154928948282,0.7778879177667366,-0.2627111592385228,-1.2243854325101156,-0.3854406902247582,0.4035603810180514,0.028398842640745034
HND,Honduras,2023,-1.6873367969727593,1.0414642637876252,-0.5858136988622186,-0.49249138625786393,-0.37553907410680526,0.45467270331297727,-0.24013097241269615
NIC,Nicaragua,2000,-0.9715697522585142,1.3448450991442777,-0.7322973894575533,-1.6001716582192107,0.0692844331513132,0.7392167978117283,-1.3344486114160068
NIC,Nicaragua,2002,-1.0296638707508976,0.722541850802819,-1.6148915403415722,-1.5341865899208813,-0.05741441688914385,0.30400509703989037,-1.2348782720148384
NIC,Nicaragua,2003,-0.8529385212790924,0.7034024704111076,-1.1632961113237252,-1.592004037014109,0.043018905248555846,0.5302851824982503,-0.8686805216475054
NIC,Nicaragua,2004,-0.6390205291563789,1.022509087291698,-0.38643730200285337,-1.524180368340993,0.3575810632052345,0.9758892312869367,-0.548324311819661
NIC,Nicaragua,2005,-0.7823632932945728,1.1634408242492906,-0.5119551144684977,-1.2785620828829671,0.748175529350239,0.8871218514933545,-0.49703728033749706
NIC,Nicaragua,2006,-0.5947583427130415,1.4140914002204825,-0.44195903181411683,-1.1376598164032028,0.6489300000596098,0.6026850671885137,-0.5045243036205721
NIC,Nicaragua,2007,-0.4082920827469936,1.7414523653120941,-0.026558145073292093,-1.0466674266747198,0.888692527487418,0.6191852076312895,-0.5609713744625522
NIC,Nicaragua,2008,-0.3674025384814283,1.9006038572819295,0.8960985420049944,-2.0703202488253893,1.906685635316173,0.10146769167251869,-0.7353105343196522
NIC,Nicaragua,2009,-0.7517948329196761,0.7038077868142494,-1.4999261858919035,-1.1897091210075905,0.11682876512411157,-1.3007091995737077,-1.098015746678164
NIC,Nicaragua,2010,-0.595391808038211,1.3650876838575077,-0.059907770853988684,-1.0198368059836591,-0.41718525160101977,-0.2176864932733831,-0.7781833312363425
NIC,Nicaragua,2011,0.06235984053065472,2.1476404467386945,1.0300911741801757,-1.0964422798992879,-0.390478866841052,-0.4654389950353272,-0.8846295579829627
NIC,Nicaragua,2012,-0.07374239597659371,2.1532968747975136,0.641872707679933,-0.6033571687620899,-0.22128790623515696,-0.0639808209630118,-0.8027324900099174
NIC,Nicaragua,2013,0.14569800683822162,2.108576869293606,0.6191161135014728,-0.671814326756691,-0.11060304912771743,-0.4795291492275344,-1.1126181771354433
NIC,Nicaragua,2014,0.2224503386233587,2.3279600039931383,0.5007243751117607,-0.22631763588722212,-0.09388287367942667,-0.5407107619865066,-1.4159839953909978
NIC,Nicaragua,2015,-0.058410360915693314,1.9583795816622152,0.13822017363871741,0.12053153348056364,-0.225372790732298,-0.3071531288664059,-1.4867260473347172
NIC,Nicaragua,2016,-0.02508591854703453,1.9954578389295872,0.06587034598559575,0.4046587783637418,-0.10225996904325886,-0.27189848564256236,-1.6985540736110325
NIC,Nicaragua,2017,0.12563820502072184,2.0648212866216653,0.23584540960130726,0.6258523817297633,0.0782727003994529,-0.3736430349309543,-1.6880961180110325
NIC,Nicaragua,2018,-1.5261333510270922,1.6026742567396342,-0.698512414235544,-0.33910169293465925,0.19846066029750964,-1.6765646134040593,-1.894923714015729
NIC,Nicaragua,2019,-1.496739534528755,1.485332935066287,-1.0450354133407338,-0.3064049577094123,0.4553858383748603,-1.1714240445118145,-1.9732037668245015
NIC,Nicaragua,2021,-0.6701514946084698,2.494473242138025,1.1940436609541212,0.23583846339163184,-0.9517613432584671,0.27761442117264123,-1.2446105894863584
PAN,Panamá,2000,1.8759672045089104,2.2344969424019077,-0.9860053563490704,-1.092886776094021,-1.4592504476438184,-0.270266634975361,-0.3080226267520119
PAN,Panamá,2002,1.526201539298912,1.2240932428570481,-1.9598137494735823,-0.6152429545607719,-0.7425625453025269,0.17651019257117323,0.1495609611371581
PAN,Panamá,2003,2.1043579130539785,1.6195949169724275,-0.5636780397709451,-0.6148346288541602,-1.3776591397774731,-0.33731918983672027,-0.2799939121776917
PAN,Panamá,2004,2.4888690188077494,1.8322177432480315,0.06935607132200924,-0.4138709258586881,-1.6142364656729267,-0.010998922739104992,-0.24271548398837497
PAN,Panamá,2005,2.16943918582266,1.9590452509524974,0.12142861176754836,-0.45224596949313584,-1.3141563633483015,0.13964084184902079,0.05313978147395123
PAN,Panamá,2006,3.5513800698887232,2.8934628056333334,1.804850811417612,-0.59193214390612,-1.9814457868423228,-1.0390399649632938,-0.9302288527232049
PAN,Panamá,2007,3.1484184862810345,2.536379471846442,1.6175756566826407,-0.14793701882148533,-1.593797136718208,0.2762222539439819,-0.18548825959608914
PAN,Panamá,2008,2.9507089518391982,2.3083021266315464,1.5320140030514862,-0.556749966073819,-0.7653207259189104,-0.19084492228565436,0.635794622066788
PAN,Panamá,2009,2.0212195224396092,0.9526216480952646,-1.0629525196961456,-0.007726080191701283,-0.4974720843970345,-0.7636899438331016,0.45407219443796315
PAN,Panamá,2010,2.5599737340327082,1.5881798372485447,0.5262570818829306,-0.026541112467133508,-1.0313378151514296,-0.7785434590683087,0.07575243727221408
PAN,Panamá,2011,3.2916126262826637,2.635833567588471,2.2222516164951833,0.2705571996581506,-1.3412755511227514,-0.5293767233301956,0.46027514647839113
PAN,Panamá,2012,2.4659581416275302,2.14513657793914,1.226954274452502,0.6820544351365682,-0.8549411028672498,-0.20485109824186087,0.5537536865904379
PAN,Panamá,2013,2.241850288648381,1.5363350250440022,0.6456514120368461,0.8725425938845152,-0.6748341821973283,-0.6175998366634888,0.2902810619017353
PAN,Panamá,2014,2.7165032430788387,1.0776963316487693,0.4285357722639512,0.9043232322474912,-0.6130664861111917,-0.9970566982770276,-0.054547315534667684
PAN,Panamá,2015,2.850129017542311,0.7740235416928377,0.1869862511900223,1.3908609451394143,-0.7241998836424067,-0.7028130794065578,-0.4158462472712837
PAN,Panamá,2016,2.746983722058517,0.521880365302505,0.029895583429306583,1.2763278784358671,-0.5475467593092015,-0.5569315858872838,-0.7464057627721771
PAN,Panamá,2017,2.560659432070886,0.24683834693945353,-0.12525725033696522,1.4087497621204872,-0.47945759528606763,-0.013826659864312158,-0.7108550789776191
PAN,Panamá,2018,2.3733872617429683,0.21441435383102805,-0.34688969994688423,1.3795832360782183,-0.4003075680362372,-0.3383780321577528,-0.7746866884353462
PAN,Panamá,2019,2.300175480926143,-0.057546203957696135,-0.4541583366258416,1.3147855528979466,-0.6054043607707928,-0.6419576792384946,-0.7380258608000487
PAN,Panamá,2020,0.44964972411589094,-2.8234829856330257,-5.526044574202586,-1.7026878624752348,0.1310386159854472,-2.1703949539501104,-1.408180702935069
PAN,Panamá,2021,2.0396493309852066,0.16326000190397238,0.28291022442815317,-0.12681430658478132,-2.3419419766931124,2.777107216645977,0.08356658833270038
PAN,Panamá,2022,2.1190264536763954,0.4571087587772662,-0.3848407353398948,-0.10906244201941646,-1.6348053431272538,1.9416695606744543,-0.1803670879658608
PAN,Panamá,2023,1.884795686205968,0.29658551864033617,-1.1330115881130078,0.17703270334781201,-1.342007500823617,1.4943176895421015,-0.31708691704305403
SLV,El Salvador,2000,-1.5529444840507107,0.23742970548066908,-1.7707251062400455,-0.3122908554785655,-0.24276761253272214,-0.030814036614996185,0.9214092677502723
SLV,El Salvador,2002,-1.0706581119944898,0.4407945174740346,-1.3967026065806265,-0.24412035772705404,-0.3637986246790979,-0.17939094768106886,0.5730424665022957
SLV,El Salvador,2003,-1.4346299628187573,-0.06620133233239318,-1.7196671419731193,-0.48198673608592546,-0.37760970517141035,0.22979237697796326,1.0207613833145552
SLV,El Salvador,2004,-0.9301260151669006,-0.1713764373362572,-1.28376017670378,-0.5913342639904631,0.10882047208219142,-0.21210247113481032,1.3195248888295503
SLV,El Salvador,2005,-0.7276429948037972,-0.13818272484549926,-0.7448154458091447,-0.3457574541018099,0.049426630840491335,-0.21909794617651618,1.2983178370443138
SLV,El Salvador,2006,-0.9916926686139795,-0.22361520532891466,-0.7660241904197892,0.11763635613757645,0.02466762477147109,0.28739920248601575,1.504833231616025
SLV,El Salvador,2007,-0.16342868467523272,0.42787072147575406,0.15793218847011345,-0.08926598970960616,-0.07752084621874018,-1.3752278912372018,0.7679265323071748
SLV,El Salvador,2008,-0.40438269829737256,0.15522149533400084,-0.2987581543807817,0.07720502455775927,0.6066344802069403,-0.5725884299491562,1.0007690289615185
SLV,El Salvador,2009,-1.0481615020121282,-0.8233065277271536,-1.7996508085448337,0.0017734113164660583,0.03244404847263012,-0.9516036365390339,1.2941439678448017
SLV,El Salvador,2010,-1.0561523175176353,-0.409693446717895,-1.7567442534835827,0.7855629551611033,0.18810491967312667,0.3088572348843534,1.6476565700917847
SLV,El Salvador,2011,-0.7511644525457617,-0.13952643021110198,-1.0211673755481603,0.5288496133443433,0.5449369759851833,0.4936976969785679,1.929805893846674
SLV,El Salvador,2012,-0.4932149265033554,0.1643092643617618,-1.246395341999182,1.0097577367011719,0.21396598770050537,0.15308442751525916,0.9519395571628633
SLV,El Salvador,2013,-0.5807894715465807,-0.09580856300743255,-1.4048916934403652,1.031737619285418,0.1403018092349042,0.12133383149350668,1.00008186553041
SLV,El Salvador,2014,-0.7188744889428316,-0.062168078378936724,-1.1860171868309508,1.0010231936498213,0.057203960067215294,-0.32534139366323805,1.3129233676115313
SLV,El Salvador,2015,-1.0052203570173917,-0.03028702171872878,-1.2006581270062053,1.363701514395386,-0.28943097343182644,-0.3733354545760613,1.5612937786691832
SLV,El Salvador,2016,-1.09560757239622,-0.12179103818884995,-1.014415637358377,1.2396275633379585,-0.14684626787789282,-0.336140429591587,1.5259230307912863
SLV,El Salvador,2017,-1.0580075349318758,-0.1080317595003741,-0.9453976439921943,1.2624104783806451,-0.017011379425844055,-0.37011768123705396,1.1950543942590077
SLV,El Salvador,2018,-1.037395988850108,-0.12772538755376558,-0.8978488000543651,1.4486133672296655,0.10923930336912624,-0.2737717546658953,1.007880194814242
SLV,El Salvador,2019,-0.473608100759635,-0.09519236275040463,-0.8728672814337064,1.4623525748800341,0.005077649523114889,-0.3820440312653368,0.656206601851139
SLV,El Salvador,2020,-0.857399485793647,-0.48862623735106614,-3.3962041104931555,-0.27030859172076416,0.22347946988052178,-0.7997711328232322,-0.5380674242171811
SLV,El Salvador,2021,-0.16546477110560207,0.9381979778590555,-0.11910042789504231,0.28099602593958534,-0.9885311251370585,2.346285840775763,0.03643355828923268
SLV,El Salvador,2022,-0.3880708189209328,0.806237863504072,-1.6563866828282108,-0.014490431702211835,0.6609566049255607,1.7140381854174807,-1.0359389833662576
