country_code,country_name,year,control_corruption,political_stability,rule_of_law,homicide_rate,exports_percent_gdp,fdi_percent_gdp,gdp_growth,gdp_per_capita,inflation,population,tourist_arrivals,unemployment
PAN,Panamá,2014,39.8747927,70.7028074,54.5146583,15.5186126360303,54.8890820604972,9.6921652724572,4.62581384604574,13213.1989591137,2.62652699929151,3892101.0,2305000.0,4.391
PAN,Panamá,2015,39.2716193,74.1501152,54.0341183,11.8938357734005,47.3866199170958,9.17966898909828,5.26691726402875,14082.6548434996,0.137492058461504,3960035.0,2553000.0,4.335
PAN,Panamá,2016,37.6620671,73.7741202,54.6320009,10.0519063068018,41.7407554629987,8.78226076869208,4.57196696307969,14832.3611652459,0.739734025300033,4029086.0,2379000.0,4.717
PAN,Panamá,2017,36.5408642,73.7176296,54.2168564,9.22242063167726,41.4710106747803,6.34573158684694,5.74405946988693,15694.6297518495,0.875585918759878,4098707.0,2517000.0,5.338
PAN,Panamá,2018,36.7609585,72.1174424,52.6321447,9.62124332136356,42.3471044405144,6.3940456399755,3.9181980847881,16151.3273433486,0.761578359399944,4167860.0,2487000.0,5.161
PAN,Panamá,2019,36.8493715,72.7148713,52.1697757,11.3349220328569,40.2141744857332,6.7135041995988,3.10306793272473,16477.9066268111,-0.355083821021245,4234700.0,2494000.0,6.256
PAN,Panamá,2020,37.3493253,71.6480793,52.8383789,11.6461589453797,36.2690881640488,-2.85980025111741,-17.8212299459324,13290.5608397749,-1.5502754080376,4293261.0,647000.0,14.663
PAN,Panamá,2021,37.2569632,71.9384306,52.9991922,12.6570480772218,41.6067040108244,2.71982266254139,16.4671248604202,15509.8069124139,1.63070337301898,4345405.0,,10.177
PAN,Panamá,2022,36.4603293,73.2133637,53.2703159,11.3389170493456,48.0265978333415,3.2250848191713,11.0385475261766,17378.6070017557,2.85965128834711,4400773.0,,8.086
PAN,Panamá,2023,36.3788591,72.2040085,53.0416321,11.7072934419645,45.6292440103821,2.84826789984183,7.16632946099945,18797.1933994045,1.48641355277038,4458759.0,,6.544
SLV,El Salvador,2000,33.280372,65.5818393,42.0473419,59.7472879846202,26.8272702258496,1.47137092746017,1.12790697674419,1982.87093542615,2.27128756828723,5943366.0,867000.0,6.96
SLV,El Salvador,2002,33.1580423,65.4443922,44.8278584,47.3555199373003,25.5130894550755,3.71125187529755,1.57291844759789,2115.41187355626,1.86552503610077,5986631.0,885000.0,6.2
SLV,El Salvador,2003,36.7660513,60.5493385,45.285145,55.9464014802791,25.9234207599485,1.06615183714648,1.56539303147618,2207.83089518069,2.1203909173333,5998599.0,798000.0,6.9
SLV,El Salvador,2004,40.0908064,63.3848636,48.9116433,64.8994757581223,25.9062104819237,2.64681242347754,0.889404485692197,2285.68907438892,4.45194392395045,6004671.0,1030000.0,6.8
SLV,El Salvador,2005,39.2668625,64.70213,48.3868735,64.6399118153084,25.2665668798476,3.47761600217717,2.68083009363194,2447.39140845394,4.69094870903769,6005578.0,1306000.0,7.22
SLV,El Salvador,2006,40.2352499,62.3107418,45.6991141,65.4247078983383,25.9396783352886,1.50707286112592,4.3369986028604,2665.61807194853,4.03712359429612,6002319.0,1501000.0,6.57
SLV,El Salvador,2007,39.4762309,65.7302391,45.1010249,58.1880552418794,25.5670345496495,9.11434743633077,1.84760220587859,2830.65693770733,4.57808572377153,6009824.0,1720000.0,6.41
SLV,El Salvador,2008,39.5536527,66.8570269,45.4092015,52.7258860134014,26.7405871721015,5.0206011155903,2.15440298282768,2983.24829577976,6.70792293515939,6029297.0,1875000.0,5.88
SLV,El Salvador,2009,42.7294968,63.2527135,45.0488318,72.4503614995274,23.9512044914048,2.09486399547314,-2.10876837627522,2910.18651752011,1.05595029731201,6048279.0,1482000.0,7.33
SLV,El Salvador,2010,42.6730068,66.532444,43.1965315,65.7026379683301,26.9466693264064,-0.613406192808089,2.15419536693635,3040.07300952878,1.17933576873673,6068249.0,1606000.0,4.893
SLV,El Salvador,2011,44.45176,66.2860095,45.2329914,71.7719022936632,28.9817775582263,0.603930846788838,3.77358499834686,3330.60049486653,5.1289237668161,6090127.0,1634000.0,4.297
SLV,El Salvador,2012,39.4985633,69.2463755,43.0148003,42.4273897096406,28.5710611774443,2.01123945886672,2.88770010188691,3497.91256915509,1.72973481581383,6113975.0,1738000.0,3.843
SLV,El Salvador,2013,40.8632091,63.8876178,45.2381082,40.9360792814407,29.7248960481943,1.11490857279595,2.18295232499635,3582.26694005169,0.757669184522973,6138839.0,1822000.0,3.693
SLV,El Salvador,2014,38.0404523,64.1791153,46.4711587,63.6220773963139,29.5528752334192,2.2408951362935,1.7293998423459,3666.01248913873,1.14134467538233,6162955.0,1886000.0,4.154
SLV,El Salvador,2015,37.2559025,63.4839557,43.7543201,107.638231074992,29.4861730232304,2.10997804482034,2.40000008852115,3790.34089108162,-0.731384487387957,6183676.0,1973000.0,3.998
SLV,El Salvador,2016,36.4629222,61.6051676,44.1267632,85.0858022421141,28.4585905008509,1.98198031581358,2.53906241135864,3901.34014965811,0.60404908699661,6200800.0,2052000.0,4.418
SLV,El Salvador,2017,37.1622409,60.1543384,42.1456598,63.764040219627,29.0297643758665,2.01688451540263,2.24761908134138,4020.12671373919,1.0123540331558,6213533.0,2247000.0,4.385
SLV,El Salvador,2018,36.12166,58.7190176,42.6501709,53.7958771232068,28.9343737810256,1.58620478716365,2.4124442237792,4183.54620971358,1.09033000581892,6219807.0,2536000.0,4.006
SLV,El Salvador,2019,37.3123805,62.2422412,44.0743893,38.5386955905095,29.9559096080003,2.59024369040438,2.43747159065784,4320.11671534627,0.0753241350024612,6222318.0,2639000.0,4.17
SLV,El Salvador,2020,37.5165892,63.3356789,45.071142,21.5087446038674,24.5267982788944,1.55101998611342,-7.893101359867,3997.19279583709,-0.371590212324095,6234673.0,707000.0,5.008
SLV,El Salvador,2021,36.4858376,62.1021567,42.5917078,17.343956146806,28.7814953892726,2.7560499827498,11.9047617015957,4642.60743101342,3.46692585313082,6255782.0,,4.327
SLV,El Salvador,2022,34.0875275,64.1882591,40.3615724,7.89768799960639,32.433483149734,0.0823187568481088,2.95461516549889,5074.60210221806,7.19861615609867,6280319.0,,2.999
SLV,El Salvador,2023,35.5083699,67.2989159,44.795442,2.24,31.3971431390261,1.89928827474734,3.5391566928735,5365.44491399171,4.04554694222477,6309624.0,,2.992
SLV,El Salvador,2024,36.1837975,65.9991479,44.6872968,1.9,32.7607043808335,2.61241857793703,2.60202016121069,5579.65969165029,0.853782292567288,6338193.0,,3.261
