country_code,country_name,year,control_corruption,political_stability,rule_of_law,homicide_rate,exports_percent_gdp,fdi_percent_gdp,gdp_growth,gdp_per_capita,inflation,population,tourist_arrivals,unemployment
NIC,Nicaragua,2007,31.2376551,64.0501612,45.562215,12.9883276955078,33.0635730423674,5.14186605474194,5.0763520180987,1350.38145753377,11.1269347446118,5497243.0,978000.0,4.89
NIC,Nicaragua,2008,31.1398338,62.3569202,44.3220203,13.1980225202019,34.4704620011048,7.38263377911966,3.43571693608081,1523.68437086409,19.8262031287429,5576593.0,1011000.0,6.2
NIC,Nicaragua,2009,31.2991833,61.1846356,43.2645052,14.1781256977468,33.9814942096139,5.22852820149836,-3.2926651586197,1467.08288052845,3.68700160498797,5656601.0,1010000.0,8.16
NIC,Nicaragua,2010,30.684883,56.6908219,42.5282916,13.682036444762,40.4671151559929,5.59335824334059,4.41009911716546,1526.56706951408,5.45513425887423,5737450.0,1071000.0,7.83
NIC,Nicaragua,2011,30.6773896,58.0842927,43.591364,12.682480356333,45.0169781525763,9.5791738556055,6.31668553491842,1679.71192084633,8.082387980991,5819051.0,1122000.0,6.613
NIC,Nicaragua,2012,30.7862749,57.9889278,42.6398118,11.4042929452756,47.4691755587782,7.36516075625111,6.4961364710876,1784.69836017555,7.1935505333896,5901287.0,1233000.0,5.208
NIC,Nicaragua,2013,31.3427349,59.7097061,42.6323922,9.92672854383165,45.2142694902064,8.78722600899979,4.92709413447304,1835.43996363715,7.13546785289407,5983845.0,1273000.0,5.28
NIC,Nicaragua,2014,27.7066611,63.4318004,41.3797112,8.6540960289815,45.008072249634,9.06363827053251,4.78546013589983,1958.37047579547,6.03596861798425,6066492.0,1390000.0,4.52
NIC,Nicaragua,2015,27.2776863,62.884096,39.6740565,8.52113297894743,40.0837782888412,7.58033255797744,4.79226768332697,2074.45620634731,3.99737996694396,6149417.0,1456000.0,4.7
NIC,Nicaragua,2016,25.7077346,63.0333858,40.2307418,7.26815838263741,38.8820263906579,7.44462628012218,4.56314739524967,2131.68704828322,3.52317317628473,6232666.0,1596000.0,3.9
NIC,Nicaragua,2017,25.6669823,62.7940555,41.2427467,6.82368909372622,41.338969262606,7.51057620596971,4.63120757580209,2182.61380995674,3.85067166284727,6316231.0,1958000.0,3.3
NIC,Nicaragua,2018,23.1967986,46.9001644,34.496984,10.65611679854,42.2771474372665,6.43060058137235,-3.3633566598573,2035.16549390507,4.94723728039886,6400080.0,1412000.0,5.2
NIC,Nicaragua,2019,23.4666749,49.7556204,34.0156849,7.94304819024202,44.8044297851925,3.96093444094211,-2.89686986728901,1958.62051528095,5.37628990844126,6483657.0,1455000.0,5.457
NIC,Nicaragua,2021,22.8056451,58.9330313,31.5897313,11.3473196321723,46.4042430642905,7.36996621393819,10.454389484408,2138.38588469449,4.92841396948968,6644741.0,,6.076
PAN,Panamá,2000,38.0423509,67.6657382,51.8636903,9.93233884821742,68.9601164522227,6.91764679868008,4.2090057360153,3975.09310275544,1.49896111605777,3010369.0,600000.0,6.188
PAN,Panamá,2002,38.1984131,70.7766768,55.4063328,12.0152977748691,62.829057458876,1.93034037172558,2.50884408826073,4090.58616456082,1.00583090379039,3129344.0,800000.0,6.302
PAN,Panamá,2003,39.5257255,67.3024826,55.4660436,10.5649025160456,58.1335706021341,7.72303743803259,5.09686013628365,4264.66428949623,0.391666666666657,3189807.0,897000.0,6.303
PAN,Panamá,2004,39.6845183,67.6050062,56.7476249,9.47355777770635,60.5768245688004,8.46279993310649,8.1756535098435,4644.56581177581,0.474723078204336,3251155.0,1004000.0,6.097
PAN,Panamá,2005,38.1384618,64.8954049,55.6340459,10.9869362611305,68.2355957470283,6.6434443919751,8.27618322400723,5017.74110414832,2.85588324760959,3313026.0,1070000.0,5.967
PAN,Panamá,2006,39.118731,67.3552989,55.9072744,6.54810061378814,69.1942341743752,15.7789064426648,9.8572387394466,5528.76705854901,2.45789346442096,3375024.0,1215000.0,5.792
PAN,Panamá,2007,38.1179794,67.8203779,56.5515657,8.11638724767199,71.9791727604966,10.2406205983382,13.1530653136012,6317.8173051466,4.16863300298887,3437490.0,1428000.0,5.665
PAN,Panamá,2008,43.4541438,67.1081281,55.5747344,14.0831048875658,78.2985922617111,9.29189971900206,10.197432548532,7347.59049046839,8.75868317728784,3500648.0,1575000.0,5.639
PAN,Panamá,2009,41.8105676,67.8726493,55.0315577,15.7671135605313,69.9648087248022,3.9059104779012,1.61186417596689,7796.92618363433,2.409053040822,3564381.0,1562000.0,5.857
PAN,Panamá,2010,40.9835613,64.493439,54.817713,12.677292626363,70.025242051299,8.43207037866722,6.07339340909564,8331.46422259967,3.491288726188,3628535.0,1726000.0,5.845
PAN,Panamá,2011,40.8264444,65.1686268,56.3915733,14.8639320731842,77.7456722088295,12.3168354603605,11.9088772241134,9662.29590911979,5.8758024367877,3693505.0,2004000.0,4.03
PAN,Panamá,2012,38.5631332,64.8455984,52.2018806,16.9448445310514,74.5443156942107,8.13045858557062,9.62729355007232,11064.8063662003,5.69819959165992,3759256.0,2086000.0,3.691
PAN,Panamá,2013,39.1491722,64.1932128,51.8266046,17.3318403029072,64.5610772701238,8.09167357453305,6.32435373509259,12273.3224983788,4.0271599157106,3825329.0,2202000.0,3.674
