country_code,country,year,exports_percent_gdp,fdi_percent_gdp,gdp_growth,gdp_per_capita,inflation,population,tourist_arrivals,unemployment
DO,República Dominicana,2001,31.8906200886267,4.24930666375932,2.46937023763239,2935.89367312668,8.8830684881296,8720283.0,3090000.0,7.262
DO,República Dominicana,2002,30.724010155589,3.41225986375611,4.48650367045651,3065.60329524196,5.22336769759446,8852235.0,3058000.0,6.779
DO,República Dominicana,2003,42.1529981602708,2.88055489904245,-1.34935744782766,2383.26171780393,27.4497127394394,8980620.0,3680000.0,6.938
DO,República Dominicana,2004,41.1474766418853,4.18629057899448,2.58556667449577,2451.69161616569,51.4608598338065,9104892.0,3907000.0,6.303
DO,República Dominicana,2005,28.3311381514539,3.12598170087694,9.43178931977285,3878.31206735244,4.19020260472056,9225034.0,3981000.0,6.587
DO,República Dominicana,2006,28.2249162691947,4.0356569620282,9.17120650955299,4055.14270347371,7.57280523853073,9341183.0,4268000.0,5.654
DO,República Dominicana,2007,26.7620220119612,5.12424998266344,7.41840577774235,4649.64558875814,6.14356655248047,9455658.0,4365000.0,5.158
DO,República Dominicana,2008,23.9483515015273,5.67335967834237,3.26808671288212,5023.58513403515,10.6446210953711,9573130.0,4455000.0,4.764
DO,República Dominicana,2009,21.0931826103163,3.51548540591409,1.00345293018719,4973.95186999952,1.44215131834353,9695265.0,4489000.0,5.467
DO,República Dominicana,2010,22.7751186165488,3.38320513554667,8.40114541209596,5478.62470398954,6.32993220146146,9820175.0,4478000.0,5.212
DO,República Dominicana,2011,24.3269602141381,3.79217588020774,3.19196227475523,5826.51014109195,5.79676809206533,9945621.0,4654000.0,6.087
DO,República Dominicana,2012,24.7666213993906,5.64036946601582,2.77567100848816,6013.81965002603,3.69449707884776,10070411.0,4901000.0,6.722
DO,República Dominicana,2013,25.3838177066263,2.55757225532805,4.93473300709881,6136.59429329301,4.830950967408,10193833.0,5114000.0,7.351
DO,República Dominicana,2014,25.4069026925032,3.55938801753347,7.11122629673892,6496.45166971142,2.99864226125218,10315528.0,5576000.0,6.719
DO,República Dominicana,2015,24.0368347236543,3.13851060913817,6.98771131236387,6800.95309395474,0.836746346724556,10434829.0,6129000.0,7.605
DO,República Dominicana,2016,24.1938670386292,3.33024928523507,6.71974078681295,7160.44200982307,1.61416607245222,10551430.0,6769000.0,7.284
DO,República Dominicana,2017,24.1797519638034,4.55025610026855,3.93386176401576,7412.71571571512,3.27955694678546,10666843.0,7296000.0,5.832
DO,República Dominicana,2018,23.993089643769,3.22902365102652,7.09751640210159,7882.98221584944,3.56443426013507,10782053.0,7551000.0,5.861
DO,República Dominicana,2019,23.325332586795,3.17366550445317,4.8940301149584,8183.01623600375,1.81060377042959,10894043.0,7550000.0,6.356
DO,República Dominicana,2020,18.7972072415048,3.13265976088131,-7.92905234231061,7135.22273255899,3.78103179915516,11008300.0,2748000.0,6.126
DO,República Dominicana,2021,21.5282997986043,3.53154938314388,14.0124289062207,8527.0754858205,8.24300347981809,11123476.0,,7.702
DO,República Dominicana,2022,22.0261866198241,3.56897098132173,5.23795652902595,10104.2449349081,8.81109209279587,11230734.0,,5.504
DO,República Dominicana,2023,21.3233165320401,3.94375586800192,2.19229848237939,10630.431743829,4.78561281021135,11331265.0,,5.555
DO,República Dominicana,2024,22.7679273981921,3.6013993607877,4.95352204492849,10875.6618443092,3.30223338951227,11427557.0,,5.312
